index,var,beta_clock2,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
299,cg10718271,-0.012586215,13,83882766,SLITRK1,SLITRK1,114798,conserved gene but different region in human and mouse,SLITRK1_Exon,Promoter (<=1kb),14,108914546,Slitrk1
300,cg10739250,0.002172333,11,30535950,MPPED2,MPPED2,744,conserved gene and region in mouse and human,MPPED2_Intron,"Intron (ENST00000448418.6/744, intron 3 of 6)",2,106744924,Mpped2
301,cg10757510,-0.019746063,6,107293217,PDSS2,PDSS2,57107,"mapped in human, not mapped in mouse",PDSS2_Intron,"Intron (ENST00000369037.9/57107, intron 2 of 7)",10,43332415,Pdss2
302,cg10792727,-0.209564457,6,12013234,HIVEP1,HIVEP1,3096,conserved gene but different region in human and mouse,HIVEP1_Intron,"Intron (ENST00000491710.5/3096, intron 1 of 3)",13,42052894,Hivep1
303,cg10801485,0.019371181,2,144465934,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000636820.1/9839, intron 1 of 8)",2,45058383,Zeb2
304,cg10893516,0.00795034,6,48068585,PTCHD4,PTCHD4,442213,conserved gene and region in mouse and human,PTCHD4_Exon,Promoter (<=1kb),17,42316710,Ptchd4
305,cg10916192,-0.065824821,17,7406550,NLGN2,NLGN2,57555,conserved gene and region in mouse and human,NLGN2_Intron,"Intron (ENST00000575301.5/57555, intron 1 of 7)",11,69836086,Nlgn2
306,cg10932472,-0.269568327,9,125885630,PBX3,PBX3,5090,conserved gene and region in mouse and human,PBX3_Intron,"Intron (ENST00000342287.9/5090, intron 2 of 7)",2,34254181,Pbx3
307,cg11082761,0.000171456,17,7838401,KDM6B,KDM6B,23135,conserved gene and region in mouse and human,KDM6B_Promoter,Promoter (1-2kb),11,69416179,Kdm6b
308,cg11084334,0.260997206,3,9552580,LHFPL4,LHFPL4,375323,"mapped in human, not mapped in mouse",LHFPL4_Exon,"Exon (ENST00000287585.8/375323, exon 2 of 4)",6,113194124,Lhfpl4
309,cg11108049,-0.031405424,X,71153499,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307097,Nlgn3
310,cg11128281,0.124176363,4,150599078,LRBA,LRBA,987,conserved gene but different region in human and mouse,LRBA_threeUTR,3' UTR,3,86532137,Lrba
311,cg11156581,-0.054427717,2,44942823,SIX3,SIX3,6496,conserved gene and region in mouse and human,SIX3_Exon,"Exon (ENST00000260653.5/6496, exon 1 of 2)",17,85621961,Six3
312,cg11160393,-0.000238263,5,77725227,TBCA,TBCA,6902,conserved gene and region in mouse and human,TBCA_Intron,"Intron (ENST00000380377.8/6902, intron 1 of 3)",13,94817613,Tbca
313,cg11215098,3.32E-06,16,52629817,CASC16,CASC16,643714,mapped to different gene in human and mouse,CASC16_Intron,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",8,90436708,Tox3
314,cg11217865,-0.00584132,5,139847733,NRG2,NRG2,9542,conserved gene and region in mouse and human,NRG2_threeUTR,3' UTR,18,36017737,Nrg2
315,cg11235379,0.107546722,2,161417813,TBR1,TBR1,10716,"mapped in human, not mapped in mouse",TBR1_Exon,"Exon (ENST00000389554.8/10716, exon 2 of 6)",2,61806111,Tbr1
316,cg11251514,-0.033284821,11,8283204,LMO1,LMO1,4004,conserved gene and region in mouse and human,LMO1_Intergenic_upstream,Distal Intergenic,7,109191418,Lmo1
317,cg11275232,0.23283098,14,66985695,GPHN,GPHN,10243,conserved gene and region in mouse and human,GPHN_Exon,"Exon (ENST00000543237.5/10243, exon 10 of 25)",12,78522911,Gphn
318,cg11276577,-0.071035118,1,41524866,HIVEP3,HIVEP3,59269,"mapped in human, not mapped in mouse",HIVEP3_Exon,"Exon (ENST00000643665.1/59269, exon 5 of 8)",4,120122915,Hivep3
319,cg11327514,-0.035146833,5,171172262,RANBP17,RANBP17,64901,conserved gene and region in mouse and human,RANBP17_Intron,"Intron (ENST00000389118.8/64901, intron 17 of 29)",11,33327542,Ranbp17
320,cg11438204,0.449916169,7,128754286,CALU,CALU,813,"mapped in human, not mapped in mouse",CALU_Exon,"Exon (ENST00000535011.6/813, exon 3 of 6)",6,29361318,Calu
321,cg11480265,-0.042846346,1,113682225,MAGI3,MAGI3,260425,mapped to different gene in human and mouse,MAGI3_Exon,"Exon (ENST00000369617.8/260425, exon 22 of 22)",3,104016678,Magi3
322,cg11488183,-0.055917172,10,51397876,PRKG1,PRKG1,5592,conserved gene and region in mouse and human,PRKG1_Intron,"Intron (ENST00000401604.8/5592, intron 2 of 17)",19,31361298,Prkg1
323,cg11498355,-0.03166833,17,81342389,LINC00482,TMEM105,284185,mapped to different gene in human and mouse,LINC00482_Exon,"Exon (ENST00000665286.1/ENST00000665286.1, exon 1 of 1)",11,120186558,Slc38a10
324,cg11514832,0.033804912,2,144466014,ZEB2,ZEB2,9839,conserved gene and region in mouse and human,ZEB2_Intron,"Intron (ENST00000636820.1/9839, intron 1 of 8)",2,45058463,Zeb2
325,cg11516694,-0.041413538,7,27147848,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Intron,"Intron (ENST00000518848.5/100133311, intron 1 of 2)",6,52208723,Hoxa6
326,cg11610869,0.028718373,16,54890798,CRNDE,CRNDE,643911,mapped to different gene in human and mouse,CRNDE_Intron,"Intron (ENST00000613942.2/643911, intron 4 of 5)",8,92335502,Irx5
327,cg11614630,0.077460709,6,170293823,DLL1,DLL1,28514,conserved gene but different region in human and mouse,DLL1_Intron,"Intron (ENST00000630384.2/84498, intron 1 of 10)",17,15378809,Dll1
328,cg11664765,0.098578016,4,182601068,TENM3,TENM3,55714,conserved gene but different region in human and mouse,TENM3_Exon,"Exon (ENST00000511685.6/55714, exon 4 of 28)",8,48417100,Tenm3
329,cg11666770,0.00254153,19,41926758,LOC100505585,ARHGEF1,100505585,mapped to different gene in human and mouse,LOC100505585_Intron,"Intron (ENST00000599589.5/9138, intron 19 of 20)",7,24943195,Erfl
330,cg11677981,0.061204522,15,89360535,MIR9-3HG,MIR9-3,254559,mapped to different gene in human and mouse,MIR9-3HG_Promoter,Promoter (1-2kb),7,79497894,Polg
331,cg11690941,0.115009097,14,93474290,UNC79,UNC79,57578,conserved gene but different region in human and mouse,UNC79_fiveUTR,5' UTR,12,102998687,Unc79
332,cg11700079,0.150266491,5,171310377,TLX3,TLX3,30012,conserved gene and region in mouse and human,TLX3_Exon,"Exon (ENST00000296921.6/30012, exon 2 of 3)",11,33202444,Tlx3
333,cg11728741,0.201558694,8,41896469,ANK1,ANK1,286,conserved gene and region in mouse and human,ANK1_Exon,Promoter (<=1kb),8,22975146,Ank1
334,cg11765970,-0.02297533,8,118110695,EXT1,EXT1,2131,conserved gene and region in mouse and human,EXT1_Exon,"Exon (ENST00000378204.6/2131, exon 1 of 11)",15,53345012,Ext1
335,cg11803466,-0.166794264,18,48948569,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Intron,"Intron (ENST00000262158.7/4092, intron 1 of 3)",18,75370761,Smad7
336,cg11857072,-0.075030998,17,40093075,THRA,THRA,7067,mapped to different gene in human and mouse,THRA_threeUTR,3' UTR,11,98768212,Nr1d1
337,cg11904056,0.210083826,5,93583204,NR2F1-AS1,NR2F1,441094,mapped to different gene in human and mouse,NR2F1-AS1_Intron,"Intron (ENST00000659336.1/441094, intron 1 of 4)",13,78200408,Nr2f1
338,cg11948733,-0.09410502,16,30095371,YPEL3,BOLA2,83719,conserved gene and region in mouse and human,YPEL3_fiveUTR,Promoter (<=1kb),7,126777833,Ypel3
339,cg11978813,-0.04369953,15,43409690,TUBGCP4,TP53BP1,27229,"mapped in human, not mapped in mouse",TUBGCP4_threeUTR,3' UTR,2,121200346,Trp53bp1
340,cg12156848,0.145222051,15,60677183,RORA,RORA,6095,conserved gene and region in mouse and human,RORA_Exon,"Exon (ENST00000551975.5/6095, exon 3 of 6)",9,69197556,Rora
341,cg12201500,-0.000199577,5,154811617,LARP1,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057365,Larp1
342,cg12289045,0.025611486,19,50638104,SYT3,SYT3,84258,"mapped in human, not mapped in mouse",SYT3_Intron,"Intron (ENST00000593901.5/84258, intron 2 of 10)",,,
343,cg12289788,0.150183514,8,37206152,KCNU1,KCNU1,157855,mapped to different gene in human and mouse,KCNU1_Intergenic_downstream,Distal Intergenic,8,26488766,Gm50479
344,cg12307242,0.060451006,7,122328825,CADPS2,CADPS2,93664,conserved gene and region in mouse and human,CADPS2_Intron,"Intron (ENST00000482375.5/ENST00000482375.5, intron 1 of 3)",6,23272758,Cadps2
345,cg12314723,-0.045197069,10,101430403,BTRC,BTRC,8945,conserved gene and region in mouse and human,BTRC_Exon,"Exon (ENST00000393441.8/8945, exon 2 of 14)",19,45423191,Btrc
346,cg12325485,-0.049589466,X,40146141,BCOR,BCOR,54880,"mapped in human, not mapped in mouse",BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12127920,Bcor
347,cg12338698,-0.176506002,1,33334138,PHC2,PHC2,1912,conserved gene and region in mouse and human,PHC2_Exon,"Exon (ENST00000431992.5/1912, exon 8 of 13)",4,128743507,Phc2
348,cg12373771,0.199846017,22,17120491,TMEM121B,TMEM121B,27439,"mapped in human, not mapped in mouse",TMEM121B_Exon,Promoter (<=1kb),6,120493130,Tmem121b
349,cg12382554,-0.04842871,8,104869303,ZFPM2,LRP12,23414,mapped to different gene in human and mouse,ZFPM2_Intron,"Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)",15,40256401,9330182O14Rik
350,cg12421693,0.008043911,1,216518256,ESRRG,ESRRG,2104,conserved gene and region in mouse and human,ESRRG_Intron,"Intron (ENST00000616180.4/2104, intron 6 of 6)",1,188199743,Esrrg
351,cg12425327,0.004379692,1,62928845,LINC01739,ATG4C,105378769,mapped to different gene in human and mouse,LINC01739_Intergenic_downstream,Distal Intergenic,4,99313628,Gm12689
352,cg12428891,0.013994006,4,17884546,LCORL,LCORL,254251,conserved gene and region in mouse and human,LCORL_Exon,"Exon (ENST00000382224.5/254251, exon 7 of 7)",5,45734279,Lcorl
353,cg12449245,0.124086526,14,72619953,DPF3,DPF3,8110,conserved gene and region in mouse and human,DPF3_Exon,"Exon (ENST00000556509.5/8110, exon 10 of 11)",12,83216378,Dpf3
354,cg12459916,0.000668363,7,27143439,HOXA-AS3,HOXA-AS3,100133311,mapped to different gene in human and mouse,HOXA-AS3_Exon,"Exon (ENST00000222726.4/3202, exon 1 of 2)",6,52204182,Gm28308
355,cg12460432,-0.04552461,1,41315165,FOXO6,SCMH1,100132074,conserved gene but different region in human and mouse,FOXO6_Intron,"Intron (ENST00000657314.1/ENST00000657314.1, intron 1 of 1)",4,120333134,Foxo6
356,cg12492738,0.016728417,20,20363127,INSM1,INSM1,3642,mapped to different gene in human and mouse,INSM1_Promoter,Promoter (4-5kb),2,146217514,Cfap61
357,cg12501063,-0.162721611,17,63412706,TANC2,TANC2,26115,conserved gene and region in mouse and human,TANC2_Exon,"Exon (ENST00000389520.8/26115, exon 22 of 26)",11,105914067,Tanc2
358,cg12564910,0.022099875,17,78358987,SOCS3,SOCS3,9021,conserved gene and region in mouse and human,SOCS3_Exon,"Exon (ENST00000330871.3/9021, exon 2 of 2)",11,117968122,Socs3
359,cg12577973,0.009197342,17,7884827,CHD3,CHD3,1107,conserved gene and region in mouse and human,CHD3_Exon,Promoter (<=1kb),11,69369370,Chd3
360,cg12642246,0.085836748,17,47982387,CDK5RAP3,CDK5RAP3,80279,conserved gene but different region in human and mouse,CDK5RAP3_Intron,"Intron (ENST00000578239.1/ENST00000578239.1, intron 1 of 1)",11,96907193,Cdk5rap3
361,cg12651099,0.113960561,1,110211650,KCNC4,KCNC4,3749,conserved gene and region in mouse and human,KCNC4_Exon,Promoter (<=1kb),3,107458739,Kcnc4
362,cg12685265,0.178520639,7,105015676,KMT2E,KMT2E,55904,conserved gene and region in mouse and human,KMT2E_Intron,"Intron (ENST00000257745.8/55904, intron 1 of 25)",5,23435902,Kmt2e
363,cg12713245,-0.089356963,12,57529187,MBD6,MBD6,114785,"mapped in human, not mapped in mouse",MBD6_Exon,"Exon (ENST00000355673.8/114785, exon 13 of 13)",10,127282879,Mbd6
364,cg12721805,0.036616803,1,116031406,SLC22A15,SLC22A15,55356,"mapped in human, not mapped in mouse",SLC22A15_Exon,"Exon (ENST00000369503.9/55356, exon 6 of 12)",3,101880183,Slc22a15
365,cg12722365,0.052229921,3,148075939,LINC02032,AGTR1,100507461,mapped to different gene in human and mouse,LINC02032_Promoter,Promoter (<=1kb),9,90700723,Gm2497
366,cg12733826,0.006594614,1,213892396,PROX1-AS1,LINC00538,100505832,"mapped in human, not mapped in mouse",PROX1-AS1_Intron,"Intron (ENST00000433082.6/100505832, intron 4 of 5)",1,190270942,Prox1
367,cg12761282,0.00805726,20,2295925,TGM3,TGM3,7053,conserved gene but different region in human and mouse,TGM3_Intron,"Intron (ENST00000651531.1/7053, intron 2 of 13)",2,130012266,Tgm3
368,cg12813831,0.072547899,8,59657932,LOC100505501,TOX,100505501,mapped to different gene in human and mouse,LOC100505501_Intergenic_downstream,Distal Intergenic,4,7596412,Gm11794
369,cg12815291,0.033550484,8,143439468,ZC3H3,ZC3H3,23144,conserved gene and region in mouse and human,ZC3H3_Intron,"Intron (ENST00000262577.6/23144, intron 11 of 11)",15,75756305,Zc3h3
370,cg12818872,0.07716034,2,43905666,LRPPRC,LRPPRC,10128,"mapped in human, not mapped in mouse",LRPPRC_Intron,"Intron (ENST00000260665.12/10128, intron 31 of 37)",17,84716601,Lrpprc
371,cg12830057,0.11119714,3,69879222,MITF,MITF,4286,"mapped in human, not mapped in mouse",MITF_Exon,"Exon (ENST00000352241.8/4286, exon 2 of 10)",6,97941141,Mitf
372,cg12841266,0.468898146,3,9552409,LHFPL4,LHFPL4,375323,conserved gene and region in mouse and human,LHFPL4_Exon,"Exon (ENST00000287585.8/375323, exon 2 of 4)",6,113193953,Lhfpl4
373,cg12879445,0.153740653,14,93431016,UNC79,UNC79,57578,conserved gene but different region in human and mouse,UNC79_fiveUTR,Promoter (<=1kb),12,102949588,Unc79
374,cg12880090,-0.103886945,5,154811604,LARP1,LARP1,23367,"mapped in human, not mapped in mouse",LARP1_Exon,"Exon (ENST00000336314.9/23367, exon 18 of 19)",11,58057352,Larp1
375,cg12896068,0.069144007,15,67748056,MAP2K5,MAP2K5,5607,conserved gene and region in mouse and human,MAP2K5_Intron,"Intron (ENST00000178640.10/5607, intron 17 of 21)",9,63217539,Map2k5
376,cg12923877,0.406170665,1,70230602,SRSF11,SRSF11,9295,conserved gene and region in mouse and human,SRSF11_Exon,"Exon (ENST00000463116.1/9295, exon 1 of 2)",3,158024713,Srsf11
377,cg12933950,-0.001822566,17,1996667,RTN4RL1,RTN4RL1,146760,conserved gene and region in mouse and human,RTN4RL1_Intron,"Intron (ENST00000574520.3/ENST00000574520.3, intron 1 of 2)",11,75215350,Rtn4rl1
378,cg12942661,0.015511967,5,158823229,EBF1,EBF1,1879,conserved gene and region in mouse and human,EBF1_Exon,"Exon (ENST00000622875.4/1879, exon 2 of 10)",11,44883901,Ebf1
379,cg12965599,-0.05713607,3,147408137,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Intron,"Intron (ENST00000472523.1/440982, intron 1 of 1)",9,91367289,Zic4
380,cg12973326,-0.000286563,13,57632930,PCDH17,PCDH17,27253,conserved gene and region in mouse and human,PCDH17_Exon,"Exon (ENST00000377918.8/27253, exon 1 of 4)",14,84446481,Pcdh17
381,cg12981876,-0.021387704,7,100682172,GIGYF1,GIGYF1,64599,mapped to different gene in human and mouse,GIGYF1_Exon,"Exon (ENST00000275732.5/64599, exon 22 of 24)",5,137525234,Epo
382,cg13006563,0.106674583,4,93772112,GRID2,GRID2,2895,conserved gene and region in mouse and human,GRID2_Exon,"Exon (ENST00000282020.9/2895, exon 16 of 16)",6,64665893,Grid2
383,cg13058338,0.302281469,12,54173598,SMUG1,SMUG1,23583,mapped to different gene in human and mouse,SMUG1_Intron,"Intron (ENST00000635234.1/23583, intron 2 of 4)",15,103146996,Smug1
384,cg13068315,-0.076510871,X,71546390,OGT,BCYRN1,8473,conserved gene and region in mouse and human,OGT_Exon,"Exon (ENST00000488174.5/8473, exon 4 of 20)",X,101654022,Ogt
385,cg13087210,0.019254469,8,135542684,KHDRBS3,KHDRBS3,10656,"mapped in human, not mapped in mouse",KHDRBS3_Exon,"Exon (ENST00000355849.10/10656, exon 3 of 9)",15,69013388,Khdrbs3
386,cg13151063,0.076046679,5,140440165,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,404734,conserved gene but different region in human and mouse,ANKHD1-EIF4EBP3_fiveUTR,5' UTR,18,36581114,Ankhd1
387,cg13153497,-0.038621079,6,99349136,FAXC,FAXC,84553,conserved gene and region in mouse and human,FAXC_Exon,Promoter (<=1kb),4,21931799,Faxc
388,cg13160087,0.076054887,6,98455100,POU3F2,POU3F2,5454,mapped to different gene in human and mouse,POU3F2_Intergenic_upstream,Distal Intergenic,4,23050906,Gm11879
389,cg13188467,-0.033961321,7,96998781,DLX6-AS1,DLX6-AS1,285987,mapped to different gene in human and mouse,DLX6-AS1_Intron,"Intron (ENST00000430027.3/285987, intron 1 of 2)",6,6856418,Dlx6
390,cg13242392,-0.658760922,5,36876728,NIPBL-DT,NIPBL,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444671,Nipbl
391,cg13275239,-0.028503594,1,154261012,UBAP2L,UBAP2L,9898,conserved gene and region in mouse and human,UBAP2L_Exon,"Exon (ENST00000343815.10/9898, exon 23 of 25)",3,90009206,Ubap2l
392,cg13343102,-0.006973368,12,53739920,CISTR,CALCOCO1,102216268,mapped to different gene in human and mouse,CISTR_Intron,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",,,
393,cg13379618,0.000205347,16,24123922,PRKCB,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000321728.12/5579, exon 9 of 17)",7,122544720,Prkcb
394,cg13383038,-0.007110823,3,71524984,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Intron,"Intron (ENST00000318789.9/27086, intron 2 of 20)",6,99467404,Foxp1
395,cg13400013,0.000642869,2,118850010,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (2-3kb),1,120600234,En1
396,cg13532184,0.050780143,12,56118310,ESYT1,ZC3H10,23344,mapped to different gene in human and mouse,ESYT1_fiveUTR,Promoter (<=1kb),10,128547701,Zc3h10
397,cg13589316,-0.024016947,2,104052556,LINC01831,LOC100287010,101927331,mapped to different gene in human and mouse,LINC01831_Intron,"Intron (ENST00000537492.5/ENST00000537492.5, intron 1 of 3)",1,41918909,Gm5267
398,cg13608832,-0.002692195,18,25231172,ZNF521,ZNF521,25925,conserved gene and region in mouse and human,ZNF521_Intron,"Intron (ENST00000361524.8/25925, intron 3 of 7)",18,13850635,Zfp521
399,cg13609316,-0.021146231,14,31129356,AP4S1,HECTD1,11154,mapped to different gene in human and mouse,AP4S1_threeUTR,3' UTR,12,51769273,Hectd1
400,cg13655781,-0.057980838,3,152835992,P2RY1,P2RY1,5028,conserved gene and region in mouse and human,P2RY1_Exon,Promoter (<=1kb),3,61003651,P2ry1
401,cg13702222,-0.121683963,3,152299451,MBNL1,MBNL1,4154,conserved gene and region in mouse and human,MBNL1_fiveUTR,5' UTR,3,60528802,Mbnl1
402,cg13761591,0.134534113,15,62838857,TLN2,TLN2,83660,conserved gene and region in mouse and human,TLN2_Exon,"Exon (ENST00000561311.5/83660, exon 57 of 58)",9,67224099,Tln2
403,cg13802785,0.175239887,16,31186802,FUS,FUS,2521,conserved gene and region in mouse and human,FUS_Exon,"Exon (ENST00000254108.11/2521, exon 7 of 15)",7,127974400,Fus
404,cg13830021,-0.03237669,17,50621694,CACNA1G,CACNA1G,8913,conserved gene and region in mouse and human,CACNA1G_Exon,"Exon (ENST00000359106.10/8913, exon 35 of 38)",11,94413189,Cacna1g
405,cg13851328,-0.011317945,2,85764072,ATOH8,ATOH8,84913,"mapped in human, not mapped in mouse",ATOH8_Exon,"Exon (ENST00000469442.5/84913, exon 2 of 3)",6,72223851,Atoh8
406,cg13884903,-0.020089975,20,22578708,LINC00261,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331,Foxa2
407,cg13916600,0.284185935,17,81395342,BAHCC1,BAHCC1,57597,conserved gene and region in mouse and human,BAHCC1_Promoter,Promoter (<=1kb),11,120232814,Bahcc1
408,cg13935553,-0.02827456,12,26120667,BHLHE41,BHLHE41,79365,"mapped in human, not mapped in mouse",BHLHE41_threeUTR,3' UTR,,,
409,cg13935834,0.037263243,10,129849719,EBF3,EBF3,253738,conserved gene and region in mouse and human,EBF3_Intron,"Intron (ENST00000368648.7/253738, intron 10 of 15)",7,137207505,Ebf3
410,cg13953571,0.079719791,15,70099807,TLE3,TLE3,7090,conserved gene and region in mouse and human,TLE3_Promoter,Promoter (1-2kb),9,61370524,Tle3
411,cg14002724,0.003765222,1,118992974,TBX15,TBX15,6913,"mapped in human, not mapped in mouse",TBX15_Promoter,Promoter (3-4kb),3,99248793,Tbx15
412,cg14045036,-0.005173044,17,38799302,PIP4K2B,PIP4K2B,8396,conserved gene and region in mouse and human,PIP4K2B_Exon,Promoter (<=1kb),11,97744482,Pip4k2b
413,cg14056866,-0.004776292,15,89335140,POLG,POLG,5428,conserved gene and region in mouse and human,POLG_Exon,Promoter (<=1kb),7,79466486,Polg
414,cg14136214,-0.035231071,9,121783622,DAB2IP,DAB2IP,153090,"mapped in human, not mapped in mouse",DAB2IP_threeUTR,3' UTR,2,35729197,Dab2ip
415,cg14155184,-0.001737025,6,44152688,TMEM63B,TMEM63B,55362,conserved gene and region in mouse and human,TMEM63B_Exon,"Exon (ENST00000259746.13/55362, exon 20 of 24)",17,45662872,Tmem63b
416,cg14172937,-0.105931544,20,46029210,SLC12A5,SLC12A5,57468,conserved gene and region in mouse and human,SLC12A5_fiveUTR,5' UTR,2,164968267,Slc12a5
417,cg14237002,-0.207969983,12,69258067,CPSF6,CPSF6,11052,conserved gene but different region in human and mouse,CPSF6_threeUTR,3' UTR,10,117361851,Cpsf6
418,cg14297772,-0.064508803,2,118847634,EN1,EN1,2019,"mapped in human, not mapped in mouse",EN1_fiveUTR,Promoter (<=1kb),1,120602530,En1
419,cg14299268,0.047005762,20,9373073,PLCB4,PLCB4,5332,conserved gene and region in mouse and human,PLCB4_Exon,"Exon (ENST00000378473.7/5332, exon 11 of 38)",2,135939973,Plcb4
420,cg14322760,0.004394268,3,160402676,TRIM59-IFT80,IFT80,100174949,"mapped in human, not mapped in mouse",TRIM59-IFT80_fiveUTR,5' UTR,3,69007929,Smc4
421,cg14334315,-0.058145483,12,81759503,PPFIA2,PPFIA2,8499,"mapped in human, not mapped in mouse",PPFIA2_fiveUTR,Promoter (<=1kb),10,106469415,Ppfia2
422,cg14361627,0.008237039,7,130734307,KLF14,KLF14,136259,"mapped in human, not mapped in mouse",KLF14_Promoter,Promoter (<=1kb),,,
423,cg14361875,-0.032572695,2,67846376,LINC01812,C1D,101927701,mapped to different gene in human and mouse,LINC01812_Intergenic_upstream,Distal Intergenic,,,
424,cg14381350,0.028072859,12,130826483,STX2,STX2,2054,"mapped in human, not mapped in mouse",STX2_Intron,"Intron (ENST00000392373.7/2054, intron 2 of 10)",,,
425,cg14443903,-0.103686704,19,30718448,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Intergenic_downstream,Distal Intergenic,7,37312574,Zfp536
426,cg14498322,-0.054456262,11,121656306,SORL1,SORL1,6653,"mapped in human, not mapped in mouse",SORL1_Intergenic_downstream,Distal Intergenic,9,41950680,Sorl1
427,cg14517144,0.126461345,10,68338663,HNRNPH3,HNRNPH3,3189,"mapped in human, not mapped in mouse",HNRNPH3_Exon,"Exon (ENST00000469172.5/3189, exon 2 of 8)",10,63018064,Hnrnph3
428,cg14548925,-0.057645196,7,105876510,ATXN7L1,ATXN7L1,222255,"mapped in human, not mapped in mouse",ATXN7L1_Exon,Promoter (<=1kb),12,33147782,Atxn7l1
429,cg14551953,0.002009695,5,77847750,TBCA,TBCA,6902,conserved gene but different region in human and mouse,TBCA_Intron,"Intron (ENST00000522370.1/6902, intron 1 of 3)",13,94707126,Gm48316
430,cg14565725,-0.011076916,1,118989421,TBX15,TBX15,6913,"mapped in human, not mapped in mouse",TBX15_fiveUTR,Promoter (<=1kb),,,
431,cg14640670,-0.004702758,5,140115352,PURA,PURA,5813,conserved gene and region in mouse and human,PURA_threeUTR,3' UTR,18,36288326,Pura
432,cg14656600,-0.001148008,4,140151379,MAML3,MAML3,55534,conserved gene and region in mouse and human,MAML3_Intron,"Intron (ENST00000509479.6/55534, intron 1 of 4)",3,52102336,Maml3
433,cg14666740,0.061125706,20,38728096,SLC32A1,SLC32A1,140679,conserved gene and region in mouse and human,SLC32A1_Exon,"Exon (ENST00000217420.2/140679, exon 2 of 2)",2,158614461,Slc32a1
434,cg14668921,0.004469061,1,44619490,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 3 of 14)",4,117302457,Rnf220
435,cg14676280,-0.138291862,1,24647108,SRRM1,SRRM1,10250,conserved gene but different region in human and mouse,SRRM1_threeUTR,3' UTR,4,135346415,Srrm1
436,cg14701342,0.025217848,18,77833139,LINC01029,GALR1,101927715,"mapped in human, not mapped in mouse",LINC01029_Intergenic_downstream,Distal Intergenic,18,81852564,Gm50297
437,cg14728312,0.063525432,7,70446526,AUTS2,AUTS2,26053,"mapped in human, not mapped in mouse",AUTS2_Intron,"Intron (ENST00000644939.1/26053, intron 5 of 18)",,,
438,cg14738500,0.023315556,1,92486763,GFI1,GFI1,2672,conserved gene but different region in human and mouse,GFI1_fiveUTR,Promoter (<=1kb),5,107726684,Gfi1
439,cg14762358,-0.047473356,20,37905847,VSTM2L,VSTM2L,128434,conserved gene and region in mouse and human,VSTM2L_Intron,"Intron (ENST00000373459.4/128434, intron 1 of 1)",2,157917249,Vstm2l
440,cg14794469,-0.08514724,6,21598085,SOX4,SOX4,6659,"mapped in human, not mapped in mouse",SOX4_threeUTR,3' UTR,,,
441,cg14821110,-0.007301303,2,181684526,NEUROD1,CERKL,4760,mapped to different gene in human and mouse,NEUROD1_Promoter,Promoter (3-4kb),2,79459950,Cerkl
442,cg14865782,-0.022718582,6,50715409,TFAP2D,TFAP2D,83741,"mapped in human, not mapped in mouse",TFAP2D_Exon,"Exon (ENST00000008391.3/83741, exon 2 of 8)",1,19104657,Tfap2d
443,cg14903956,-0.111425701,12,13562916,GRIN2B,GRIN2B,2904,conserved gene and region in mouse and human,GRIN2B_Exon,"Exon (ENST00000609686.3/2904, exon 13 of 13)",6,135732231,Grin2b
444,cg14919591,-0.290249893,19,33796112,KCTD15,KCTD15,79047,conserved gene and region in mouse and human,KCTD15_Promoter,Promoter (<=1kb),7,34655153,Kctd15
445,cg14991111,0.040279155,7,135394031,CNOT4,CNOT4,4850,conserved gene and region in mouse and human,CNOT4_Exon,"Exon (ENST00000451834.5/4850, exon 10 of 12)",6,35051175,Cnot4
446,cg15006148,-0.000973121,13,94662152,LOC101927284,SOX21,101927284,mapped to different gene in human and mouse,LOC101927284_Intergenic_upstream,Distal Intergenic,14,118194413,Sox21
