index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
302,cg19195912,-0.128597244,2,163944507,FIGN,FIGN,55137,conserved gene but different region in human and mouse,FIGN_Intron,"Intron (ENST00000429636.1/ENST00000429636.1, intron 3 of 4)",2,64326769,Gm13577
303,cg19271316,0.025367206,2,229880039,TRIP12,TRIP12,9320,conserved gene and region in mouse and human,TRIP12_Exon,"Exon (ENST00000283943.9/9320, exon 2 of 41)",1,84814880,Trip12
304,cg19584582,-0.517290376,2,176075743,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651275,Evx2
305,cg20059238,-0.047394038,2,63434717,WDPCP,WDPCP,51057,conserved gene and region in mouse and human,WDPCP_Intron,"Intron (ENST00000272321.12/51057, intron 8 of 17)",11,21694332,Wdpcp
306,cg20391664,0.024519998,2,156326973,NR4A2,NR4A2,4929,conserved gene and region in mouse and human,NR4A2_Intron,"Intron (ENST00000339562.9/4929, intron 5 of 7)",2,57109318,Nr4a2
307,cg20621276,-0.054805639,2,154699294,KCNJ3,KCNJ3,3760,"mapped in human, not mapped in mouse",KCNJ3_fiveUTR,5' UTR,2,55437719,Kcnj3
308,cg21621248,-0.076526559,2,80304717,CTNNA2,CTNNA2,1496,"mapped in human, not mapped in mouse",CTNNA2_fiveUTR,5' UTR,6,77242686,Ctnna2
309,cg01137681,0.132885563,11,12764208,TEAD1,TEAD1,7003,conserved gene and region in mouse and human,TEAD1_fiveUTR,5' UTR,7,112759413,Tead1
310,cg21246299,-0.079645143,19,13091530,NFIX,NFIX,4784,conserved gene and region in mouse and human,NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 9 of 9)",8,84712673,Nfix
311,cg21839725,0.079802694,19,35723809,KMT2B,KMT2B,9757,conserved gene and region in mouse and human,KMT2B_Exon,"Exon (ENST00000420124.2/9757, exon 8 of 37)",7,30583384,Kmt2b
312,cg23567910,0.257780999,19,30224550,ZNF536,ZNF536,9745,conserved gene and region in mouse and human,ZNF536_Promoter,Promoter (3-4kb),7,37773800,Zfp536
313,cg24080303,-0.104404456,19,1425903,DAZAP1,DAZAP1,26528,conserved gene and region in mouse and human,DAZAP1_Exon,"Exon (ENST00000336761.10/26528, exon 7 of 13)",10,80280954,Dazap1
314,cg16816020,-0.041985123,1,47978738,TRABD2B,TRABD2B,388630,conserved gene and region in mouse and human,TRABD2B_Intron,"Intron (ENST00000606738.3/388630, intron 2 of 6)",4,114423180,Trabd2b
315,cg16960327,0.056635544,1,90007481,ZNF326,ZNF326,284695,conserved gene and region in mouse and human,ZNF326_Exon,"Exon (ENST00000340281.9/284695, exon 5 of 12)",5,105888570,Zfp326
316,cg17267107,0.267156793,1,10669966,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148924608,Casz1
317,cg22354333,-0.749796974,1,50977563,CDKN2C,CDKN2C,1031,"mapped in human, not mapped in mouse",CDKN2C_Intergenic_downstream,Distal Intergenic,4,109657858,Cdkn2c
318,cg22409694,0.039017227,1,87338099,LMO4,LMO4,8543,conserved gene and region in mouse and human,LMO4_Intron,"Intron (ENST00000370544.10/8543, intron 2 of 4)",3,144196044,Lmo4
319,cg23287176,0.047252686,1,10672330,CASZ1,CASZ1,54897,mapped to different gene in human and mouse,CASZ1_Intron,"Intron (ENST00000377022.8/54897, intron 4 of 20)",4,148922240,Casz1
320,cg23405931,0.003635825,1,91513975,CDC7,CDC7,8317,"mapped in human, not mapped in mouse",CDC7_Exon,"Exon (ENST00000234626.11/8317, exon 8 of 12)",5,106974628,Cdc7
321,cg23692250,-0.08995358,1,60936285,NFIA-AS2,NFIA,100996570,mapped to different gene in human and mouse,NFIA-AS2_Intron,"Intron (ENST00000371191.5/4774, intron 1 of 10)",4,97648988,E130114P18Rik
322,cg22703759,-0.032958282,20,37627644,LINC00489,LINC00489,100861522,"mapped in human, not mapped in mouse",LINC00489_Promoter,Promoter (4-5kb),,,
323,cg22943590,-0.281073482,2,66421665,MEIS1,MEIS1-AS3,4211,"mapped in human, not mapped in mouse",MEIS1_Intergenic_upstream,Distal Intergenic,,,
324,cg09642734,-0.065665659,1,155007795,ZBTB7B,ZBTB7B,51043,"mapped in human, not mapped in mouse",ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89388223,Zbtb7b
325,cg25072946,0.045744044,11,63910494,MARK2,MARK2,2011,conserved gene and region in mouse and human,MARK2_threeUTR,3' UTR,19,7275953,Mark2
326,cg25172570,-0.364442137,11,3760548,NUP98,NUP98,4928,conserved gene and region in mouse and human,NUP98_Exon,"Exon (ENST00000359171.8/4928, exon 10 of 33)",7,102180437,Nup98
327,cg03942000,0.426064339,9,128393488,MIR219A2,MIR219A2,407003,conserved gene but different region in human and mouse,MIR219A2_Exon,Promoter (<=1kb),2,29846471,Urm1
328,cg04111974,-0.352350902,9,126429465,MVB12B,MVB12B,89853,conserved gene and region in mouse and human,MVB12B_Intron,"Intron (ENST00000361171.8/89853, intron 7 of 9)",2,33796263,Mvb12b
329,cg24787338,0.044447569,14,52950527,FERMT2,FERMT2,10979,conserved gene and region in mouse and human,FERMT2_Exon,Promoter (<=1kb),14,45529540,Fermt2
330,cg25430489,0.061027989,14,76462595,ESRRB,ESRRB,2103,"mapped in human, not mapped in mouse",ESRRB_Exon,"Exon (ENST00000512784.6/2103, exon 3 of 7)",12,86488597,Esrrb
331,cg26476447,-0.279794003,14,76075669,IFT43,IFT43,112752,conserved gene and region in mouse and human,IFT43_Intron,"Intron (ENST00000314067.10/112752, intron 5 of 8)",12,86153752,Ift43
332,cg26957053,0.022360153,14,33800281,NPAS3,NPAS3,64067,conserved gene and region in mouse and human,NPAS3_Exon,"Exon (ENST00000551634.5/64067, exon 11 of 11)",12,54068282,Npas3
333,cg01153166,0.080613126,15,96331473,NR2F2,NR2F2,7026,conserved gene but different region in human and mouse,NR2F2_fiveUTR,5' UTR,7,70360972,Nr2f2
334,cg23423329,-0.184100493,6,30741603,FLOT1,FLOT1,10211,"mapped in human, not mapped in mouse",FLOT1_Exon,"Exon (ENST00000376389.8/10211, exon 4 of 13)",17,35824331,Flot1
335,cg23687194,0.034758899,6,19839144,ID4,ID4,3400,conserved gene and region in mouse and human,ID4_Intron,"Intron (ENST00000378700.8/3400, intron 2 of 2)",13,48262886,Id4
336,cg25699407,0.153052203,6,19839215,ID4,ID4,3400,conserved gene and region in mouse and human,ID4_threeUTR,3' UTR,13,48262957,Id4
337,cg06147321,0.018687956,15,36889356,MEIS2,LOC145845,4212,conserved gene but different region in human and mouse,MEIS2_threeUTR,3' UTR,2,115861411,Meis2
338,cg00258262,0.06468161,1,90828767,LINC02609,BARHL2,105378853,mapped to different gene in human and mouse,LINC02609_Exon,"Exon (ENST00000658618.1/105378853, exon 2 of 2)",5,106554673,Gm17304
339,cg00493843,0.118059695,1,39898349,MYCL,MYCL,4610,conserved gene and region in mouse and human,MYCL_Intron,"Intron (ENST00000418255.1/ENST00000418255.1, intron 1 of 1)",4,122999527,Mycl
340,cg00694357,-0.93733952,1,155004171,ZBTB7B,ZBTB7B,51043,conserved gene but different region in human and mouse,ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89391821,Zbtb7b
341,cg00935831,0.180607573,1,44603247,RNF220,RNF220,55182,conserved gene and region in mouse and human,RNF220_Intron,"Intron (ENST00000355387.6/55182, intron 2 of 14)",4,117317619,Rnf220
342,cg01169686,-0.045590413,1,170564460,GORAB,GORAB,92344,"mapped in human, not mapped in mouse",GORAB_Intergenic_downstream,Distal Intergenic,1,163378086,Gorab
343,cg01648457,-0.153026387,1,1393454,CCNL2,CCNL2,81669,"mapped in human, not mapped in mouse",CCNL2_threeUTR,3' UTR,4,155817928,Ccnl2
344,cg02034779,0.030145638,1,20482558,CAMK2N1,CAMK2N1,55450,"mapped in human, not mapped in mouse",CAMK2N1_threeUTR,3' UTR,,,
345,cg02172466,0.026334358,1,10647946,CASZ1,CASZ1,54897,"mapped in human, not mapped in mouse",CASZ1_Exon,"Exon (ENST00000606802.1/ENST00000606802.1, exon 2 of 2)",4,148944450,Casz1
346,cg02270238,-0.019930954,1,23696379,RPL11,RPL11,6135,"mapped in human, not mapped in mouse",RPL11_threeUTR,3' UTR,,,
347,cg14472711,-0.058681895,14,23068659,ACIN1,ACIN1,22985,conserved gene but different region in human and mouse,ACIN1_threeUTR,3' UTR,14,54650875,Acin1
348,cg15408728,-0.202424702,14,95008596,DICER1,DICER1,23405,conserved gene and region in mouse and human,DICER1_Intergenic_downstream,Distal Intergenic,12,104634980,Dicer1
349,cg20100200,0.255807282,14,63375966,PPP2R5E,PPP2R5E,5529,"mapped in human, not mapped in mouse",PPP2R5E_threeUTR,3' UTR,,,
350,cg20422755,-0.043115039,14,72553332,RGS6,RGS6,9628,"mapped in human, not mapped in mouse",RGS6_threeUTR,3' UTR,12,83150227,Rgs6
351,cg20896439,-0.401476283,14,69260375,GALNT16,GALNT16,57452,conserved gene and region in mouse and human,GALNT16_Exon,Promoter (<=1kb),12,80519253,Galnt16
352,cg00096922,-0.006462243,7,97024873,DLX5,DLX5,1749,conserved gene but different region in human and mouse,DLX5_fiveUTR,Promoter (<=1kb),6,6882127,Dlx5
353,cg00195533,-0.087343274,7,128832266,FLNC,FLNC,2318,conserved gene and region in mouse and human,FLNC_Intron,"Intron (ENST00000325888.12/2318, intron 1 of 47)",6,29435072,Flnc
354,cg00399596,-0.735606071,7,25951186,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Promoter,Promoter (1-2kb),6,51270942,Nfe2l3
355,cg01053290,-0.132896022,7,114659903,FOXP2,FOXP2,93986,"mapped in human, not mapped in mouse",FOXP2_Intron,"Intron (ENST00000412402.5/93986, intron 16 of 19)",6,15411578,Foxp2
356,cg22146484,-0.63973459,8,56211303,PLAG1,PLAG1,5324,"mapped in human, not mapped in mouse",PLAG1_Exon,Promoter (<=1kb),4,3938396,Plag1
357,cg05207134,0.390179413,5,134790076,DDX46,DDX46,9879,"mapped in human, not mapped in mouse",DDX46_Intron,"Intron (ENST00000628477.2/9879, intron 11 of 11)",13,55660323,Ddx46
358,cg06721379,-0.003631745,5,150542966,NDST1,NDST1,3340,conserved gene and region in mouse and human,NDST1_Exon,"Exon (ENST00000523767.5/3340, exon 10 of 14)",18,60697071,Ndst1
359,cg07332354,0.041508527,5,88883996,MEF2C-AS1,MEF2C,101929423,mapped to different gene in human and mouse,MEF2C-AS1_Promoter,Promoter (<=1kb),13,83524027,Mef2c
360,cg23274273,-0.063091964,8,38317888,NSD3,NSD3,54904,"mapped in human, not mapped in mouse",NSD3_threeUTR,3' UTR,8,25676852,Nsd3
361,cg10711876,-0.022726787,12,53712389,CALCOCO1,CALCOCO1,57658,"mapped in human, not mapped in mouse",CALCOCO1_threeUTR,3' UTR,15,102707927,Calcoco1
362,cg16701192,-0.384000583,7,28409311,CREB5,CREB5,9586,conserved gene but different region in human and mouse,CREB5_Intron,"Intron (ENST00000396299.6/9586, intron 1 of 9)",6,53287261,Creb5
363,cg16848740,0.048442105,7,27184373,HOXA11,HOXA11,3207,conserved gene but different region in human and mouse,HOXA11_Promoter,Promoter (<=1kb),6,52244948,Hoxa11
364,cg17455697,-0.07262777,7,151136648,AGAP3,AGAP3,116988,conserved gene and region in mouse and human,AGAP3_Intron,"Intron (ENST00000463381.5/116988, intron 11 of 15)",5,24495370,Agap3
365,cg18691948,0.093556876,7,8441437,NXPH1,NXPH1,30010,conserved gene and region in mouse and human,NXPH1_Intron,"Intron (ENST00000405863.6/30010, intron 2 of 2)",6,8956158,Nxph1
366,cg19111172,-0.080646823,7,28409306,CREB5,CREB5,9586,conserved gene but different region in human and mouse,CREB5_Intron,"Intron (ENST00000396299.6/9586, intron 1 of 9)",6,53287256,Creb5
367,cg19296935,0.283938189,7,50180223,ZPBP,SPATA48,11055,mapped to different gene in human and mouse,ZPBP_Intergenic_upstream,Distal Intergenic,11,11528304,Spata48
368,cg19319735,0.167872735,7,5423744,TNRC18,TNRC18,84629,conserved gene but different region in human and mouse,TNRC18_Intron,"Intron (ENST00000399434.2/84629, intron 1 of 2)",5,142817572,Tnrc18
369,cg20726505,-0.217732599,7,104328818,LHFPL3,LHFPL3,375612,conserved gene but different region in human and mouse,LHFPL3_fiveUTR,Promoter (<=1kb),5,22746219,Lhfpl3
370,cg22454306,-0.275497034,7,26656018,LINC02860,LINC02860,285941,mapped to different gene in human and mouse,LINC02860_Intergenic_downstream,Distal Intergenic,6,51847017,Skap2
371,cg16986738,-0.044528166,12,2633643,CACNA1C,CACNA1C,775,"mapped in human, not mapped in mouse",CACNA1C_Exon,"Exon (ENST00000347598.9/775, exon 31 of 49)",,,
372,cg17116410,0.08782829,12,54037896,HOXC4,HOXC4,3221,conserved gene but different region in human and mouse,HOXC4_Exon,"Exon (ENST00000507650.1/3221, exon 1 of 3)",15,103018923,Hoxc4
373,cg25326872,-0.072806719,X,40005294,BCOR,BCOR,54880,"mapped in human, not mapped in mouse",BCOR_Intergenic_downstream,Distal Intergenic,X,11998293,Gm14512
374,cg25906744,0.171057951,X,140088074,LOC389895,LOC389895,389895,"mapped in human, not mapped in mouse",LOC389895_Promoter,Promoter (3-4kb),,,
375,cg26748472,-0.036223335,X,40154474,BCOR,BCOR,54880,conserved gene and region in mouse and human,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136112,Bcor
376,cg27035369,-0.074648754,X,40155247,BCOR,BCOR,54880,conserved gene but different region in human and mouse,BCOR_Intron,"Intron (ENST00000378455.8/54880, intron 1 of 13)",X,12136979,Bcor
377,cg27069680,-0.140807518,X,71129831,MED12,MED12,9968,conserved gene and region in mouse and human,MED12_Exon,"Exon (ENST00000333646.10/9968, exon 27 of 45)",X,101286176,Med12
378,cg27208859,0.012632306,X,133999650,GPC3,GPC3,2719,conserved gene and region in mouse and human,GPC3_Intergenic_upstream,Distal Intergenic,X,52627685,Gpc3
379,cg07978738,-0.072963527,10,114538580,ABLIM1,ABLIM1,3983,"mapped in human, not mapped in mouse",ABLIM1_Intron,"Intron (ENST00000392955.7/3983, intron 6 of 22)",,,
380,cg02007453,-0.042590582,2,172085716,DLX1,DLX1,1745,mapped to different gene in human and mouse,DLX1_Exon,Promoter (<=1kb),2,71530032,Dlx1
381,cg02177464,0.330015992,2,159453749,BAZ2B,BAZ2B,29994,"mapped in human, not mapped in mouse",BAZ2B_Exon,"Exon (ENST00000392783.7/29994, exon 4 of 37)",2,59983918,Baz2b
382,cg02471195,0.108796337,2,143594437,ARHGAP15,ARHGAP15,55843,conserved gene and region in mouse and human,ARHGAP15_Intron,"Intron (ENST00000295095.11/55843, intron 11 of 13)",2,44208337,Arhgap15
383,cg03588035,-0.253244622,2,73081656,RAB11FIP5,RAB11FIP5,26056,"mapped in human, not mapped in mouse",RAB11FIP5_Exon,"Exon (ENST00000486777.6/26056, exon 4 of 6)",,,
384,cg01038105,-0.186933701,11,57794027,TMX2-CTNND1,TMX2-CTNND1,100528016,mapped to different gene in human and mouse,TMX2-CTNND1_fiveUTR,5' UTR,2,84622064,Ctnnd1
385,cg09061197,0.103388119,3,136151421,MSL2,MSL2,55167,conserved gene and region in mouse and human,MSL2_Exon,"Exon (ENST00000309993.3/55167, exon 2 of 2)",9,101101887,Msl2
386,cg10609096,0.748360399,3,138245202,ARMC8,ARMC8,25852,conserved gene but different region in human and mouse,ARMC8_threeUTR,3' UTR,9,99520467,Armc8
387,cg10710448,-0.177457728,3,147410944,LOC440982,ZIC1,440982,"mapped in human, not mapped in mouse",LOC440982_Exon,"Exon (ENST00000282928.5/7545, exon 1 of 3)",9,91364185,Zic1
388,cg11997199,-0.174165582,20,45962112,ZNF335,ZNF335,63925,conserved gene and region in mouse and human,ZNF335_Exon,"Exon (ENST00000322927.3/63925, exon 10 of 28)",2,164901460,Zfp335
389,cg12945551,-0.00047052,20,52615822,LINC01524,TSHZ2,101927700,mapped to different gene in human and mouse,LINC01524_Intron,"Intron (ENST00000656501.1/101927700, intron 4 of 4)",2,169296926,Gm11011
390,cg13182287,-0.182675068,20,35738990,RBM39,RBM39,9584,"mapped in human, not mapped in mouse",RBM39_threeUTR,3' UTR,2,156177358,Rbm39
391,cg13884903,-0.0111276,20,22578708,LINC00261,LINC00261,140828,mapped to different gene in human and mouse,LINC00261_Promoter,Promoter (<=1kb),2,148040331,Foxa2
392,cg14299268,0.150762381,20,9373073,PLCB4,PLCB4,5332,conserved gene and region in mouse and human,PLCB4_Exon,"Exon (ENST00000378473.7/5332, exon 11 of 38)",2,135939973,Plcb4
393,cg15471501,0.29187077,20,21103492,LINC00237,KIZ,105372556,"mapped in human, not mapped in mouse",LINC00237_Intron,"Intron (ENST00000655093.1/105372556, intron 1 of 3)",2,146836821,Kiz
394,cg18188156,-0.084773865,20,21233098,KIZ,KIZ,55857,conserved gene and region in mouse and human,KIZ_Intron,"Intron (ENST00000619574.4/55857, intron 9 of 10)",2,146956567,Kiz
395,cg18851565,0.114777653,20,47238847,ZMYND8,ZMYND8,23613,conserved gene and region in mouse and human,ZMYND8_Exon,"Exon (ENST00000311275.11/23613, exon 15 of 22)",2,165807626,Zmynd8
396,cg24393114,0.083142242,13,42720528,FAM216B,FAM216B,144809,mapped to different gene in human and mouse,FAM216B_Intergenic_upstream,Distal Intergenic,14,78159796,Gm48959
397,cg26062663,-0.054096784,13,27823129,PLUT,GSX1,100861550,mapped to different gene in human and mouse,PLUT_Exon,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",5,147223954,Gsx1
398,cg27299745,-0.019781065,13,83881256,SLITRK1,SLITRK1,114798,conserved gene and region in mouse and human,SLITRK1_Exon,"Exon (ENST00000377084.3/114798, exon 1 of 1)",14,108913026,Slitrk1
399,cg00114412,-0.060647394,14,72553316,RGS6,RGS6,9628,"mapped in human, not mapped in mouse",RGS6_threeUTR,3' UTR,12,83150211,Rgs6
400,cg00975350,-0.092865276,14,35403912,NFKBIA,NFKBIA,4792,"mapped in human, not mapped in mouse",NFKBIA_fiveUTR,Promoter (<=1kb),12,55491906,Nfkbia
401,cg01566077,-1.113568192,14,21500663,METTL3,METTL3,56339,conserved gene and region in mouse and human,METTL3_threeUTR,3' UTR,14,52297639,Mettl3
402,cg07800922,0.111209508,14,97311079,LINC02325,LINC02291,101929241,"mapped in human, not mapped in mouse",LINC02325_Intergenic_upstream,Distal Intergenic,12,106389604,Gm3191
403,cg09200783,0.725379251,14,56590439,TMEM260,TMEM260,54916,conserved gene and region in mouse and human,TMEM260_Intron,"Intron (ENST00000556422.5/54916, intron 3 of 14)",14,48456488,Tmem260
404,cg10707234,-0.094207089,14,58298515,ARID4A,ARID4A,5926,conserved gene but different region in human and mouse,ARID4A_fiveUTR,Promoter (<=1kb),12,71015977,Arid4a
405,cg11275232,0.635985703,14,66985695,GPHN,GPHN,10243,conserved gene and region in mouse and human,GPHN_Exon,"Exon (ENST00000543237.5/10243, exon 10 of 25)",12,78522911,Gphn
406,cg11690941,0.029482721,14,93474290,UNC79,UNC79,57578,conserved gene but different region in human and mouse,UNC79_fiveUTR,5' UTR,12,102998687,Unc79
407,cg16582309,0.107875858,16,24214762,PRKCB,PRKCB,5579,conserved gene and region in mouse and human,PRKCB_Exon,"Exon (ENST00000643927.1/5579, exon 17 of 17)",7,122627760,Prkcb
408,cg12648670,-0.001721575,9,10615210,PTPRD-AS2,PTPRD,101929428,mapped to different gene in human and mouse,PTPRD-AS2_Intron,"Intron (ENST00000429581.2/101929428, intron 1 of 2)",4,78214051,Ptprd
409,cg13959241,-0.000364898,9,136012869,NACC2,NACC2,138151,conserved gene but different region in human and mouse,NACC2_Intron,"Intron (ENST00000371753.5/138151, intron 4 of 4)",2,26061225,Nacc2
410,cg10487127,0.122723023,6,16761437,ATXN1-AS1,ATXN1,101928433,mapped to different gene in human and mouse,ATXN1-AS1_fiveUTR,Promoter (<=1kb),13,45964954,Atxn1
411,cg10792727,-1.386874108,6,12013234,HIVEP1,HIVEP1,3096,conserved gene but different region in human and mouse,HIVEP1_Intron,"Intron (ENST00000491710.5/3096, intron 1 of 3)",13,42052894,Hivep1
412,cg05901294,-0.14966904,X,71148868,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000358741.3/54413, exon 3 of 8)",X,101303094,Nlgn3
413,cg07459759,-0.009181295,X,69615634,EDA,EDA,1896,conserved gene and region in mouse and human,EDA_Promoter,Promoter (<=1kb),X,99975104,Eda
414,cg18502834,-0.171486825,8,22692929,EGR3,EGR3,1960,conserved gene but different region in human and mouse,EGR3_Exon,Promoter (<=1kb),14,70077459,Egr3
415,cg18635807,-0.039737146,8,71354785,EYA1,EYA1,2138,"mapped in human, not mapped in mouse",EYA1_Exon,"Exon (ENST00000388742.8/2138, exon 2 of 17)",1,14302773,Eya1
416,cg19691778,-0.012920182,8,96145528,GDF6,GDF6,392255,conserved gene and region in mouse and human,GDF6_Intron,"Intron (ENST00000287020.7/392255, intron 1 of 1)",4,9859330,Gdf6
417,cg13802785,0.002726465,16,31186802,FUS,FUS,2521,conserved gene and region in mouse and human,FUS_Exon,"Exon (ENST00000254108.11/2521, exon 7 of 15)",7,127974400,Fus
418,cg14023941,-0.136016046,16,73505145,ZFHX3,LINC01568,463,conserved gene and region in mouse and human,ZFHX3_Intron,"Intron (ENST00000641206.2/463, intron 2 of 17)",8,108281792,Zfhx3
419,cg15340018,0.264567728,16,71756157,AP1G1,AP1G1,164,"mapped in human, not mapped in mouse",AP1G1_threeUTR,3' UTR,8,109843354,Ap1g1
420,cg05916870,-0.07561004,12,6613214,CHD4,CHD4,1108,conserved gene and region in mouse and human,CHD4_Promoter,Promoter (4-5kb),6,125089891,Chd4
421,cg08522676,-0.032349036,12,53949918,HOXC12,HOXC12,3228,conserved gene and region in mouse and human,HOXC12_Promoter,Promoter (4-5kb),15,102931936,Hoxc12
422,cg09008979,-0.002942116,12,53336382,SP7,SP7,121340,conserved gene but different region in human and mouse,SP7_Intron,"Intron (ENST00000547755.1/121340, intron 1 of 1)",15,102366997,Sp7
423,cg09010707,-0.011350495,12,26239634,SSPN,SSPN,8082,"mapped in human, not mapped in mouse",SSPN_Intron,"Intron (ENST00000534829.5/ENST00000534829.5, intron 1 of 3)",,,
424,cg10278760,-0.335861243,12,4909870,KCNA1,KCNA1,3736,conserved gene but different region in human and mouse,KCNA1_Exon,Promoter (<=1kb),6,126644830,Kcna1
425,cg14701342,0.077908984,18,77833139,LINC01029,GALR1,101927715,"mapped in human, not mapped in mouse",LINC01029_Intergenic_downstream,Distal Intergenic,18,81852564,Gm50297
426,cg09939922,-0.042197017,X,153932370,ARHGAP4,NAA10,393,conserved gene and region in mouse and human,ARHGAP4_Exon,"Exon (ENST00000494813.5/393, exon 5 of 14)",X,73919808,Arhgap4
427,cg10128645,0.006041457,X,106848291,TBC1D8B,TBC1D8B,54885,conserved gene and region in mouse and human,TBC1D8B_Exon,"Exon (ENST00000357242.10/54885, exon 11 of 21)",X,139732363,Tbc1d8b
428,cg10426441,0.007289339,X,53083258,TSPYL2,TSPYL2,64061,conserved gene and region in mouse and human,TSPYL2_Exon,Promoter (<=1kb),X,152341586,Tspyl2
429,cg11108049,-0.024114775,X,71153499,NLGN3,NLGN3,54413,conserved gene and region in mouse and human,NLGN3_Exon,"Exon (ENST00000612180.4/54413, exon 3 of 8)",X,101307097,Nlgn3
430,cg15600660,-0.10756761,X,100830839,CSTF2,CSTF2,1478,conserved gene and region in mouse and human,CSTF2_Exon,"Exon (ENST00000415585.6/1478, exon 9 of 15)",X,134072446,Cstf2
431,cg06807725,0.014084636,2,170214765,MYO3B,MYO3B,140469,"mapped in human, not mapped in mouse",MYO3B_Exon,"Exon (ENST00000409940.6/140469, exon 5 of 30)",2,70105690,Myo3b
432,cg07071132,0.117906669,2,176136390,HOXD-AS2,HOXD-AS2,100506783,mapped to different gene in human and mouse,HOXD-AS2_Promoter,Promoter (<=1kb),2,74711739,Hoxd3
433,cg04902782,-4.82E-05,9,20379093,MLLT3,MLLT3,4300,"mapped in human, not mapped in mouse",MLLT3_Intron,"Intron (ENST00000380338.9/4300, intron 5 of 10)",4,87802413,Mllt3
434,cg09716123,-0.006024135,11,19596536,NAV2,NAV2,89797,"mapped in human, not mapped in mouse",NAV2_Intron,"Intron (ENST00000360655.8/89797, intron 1 of 37)",7,49159184,Nav2
435,cg11124915,0.048435238,11,10806872,EIF4G2,EIF4G2,1982,conserved gene and region in mouse and human,EIF4G2_Exon,"Exon (ENST00000526148.5/1982, exon 3 of 22)",7,111080951,Eif4g2
436,cg11742933,-0.362812432,11,6401629,APBB1,APBB1,322,conserved gene but different region in human and mouse,APBB1_Exon,"Exon (ENST00000621678.4/322, exon 8 of 13)",7,105565588,Apbb1
437,cg12591580,0.295839801,11,66626657,RBM14-RBM4,RBM14-RBM4,100526737,mapped to different gene in human and mouse,RBM14-RBM4_threeUTR,3' UTR,19,4801608,Gm21992
438,cg08375909,-0.030372929,3,71004785,FOXP1,FOXP1,27086,mapped to different gene in human and mouse,FOXP1_Exon,"Exon (ENST00000647741.1/27086, exon 1 of 10)",6,98969775,Foxp1
439,cg09462662,-0.015136679,22,40261868,TNRC6B,TNRC6B,23112,conserved gene and region in mouse and human,TNRC6B_Exon,"Exon (ENST00000301923.13/23112, exon 7 of 24)",15,80876353,Tnrc6b
440,cg10677704,-0.627960421,22,29290395,EWSR1,EWSR1,2130,conserved gene but different region in human and mouse,EWSR1_Exon,"Exon (ENST00000483415.5/2130, exon 8 of 8)",11,5080705,Ewsr1
441,cg24597392,0.261008913,22,35768289,RBFOX2,RBFOX2,23543,conserved gene and region in mouse and human,RBFOX2_Exon,"Exon (ENST00000405409.6/23543, exon 5 of 12)",15,77105657,Rbfox2
442,cg17905888,-0.19592542,2,155727368,LINC01876,NR4A2,101929378,"mapped in human, not mapped in mouse",LINC01876_Intergenic_downstream,Distal Intergenic,2,56454784,Gm13518
443,cg18419637,-0.451312862,2,66512232,MEIS1,MEIS1,4211,conserved gene and region in mouse and human,MEIS1_Exon,"Exon (ENST00000272369.14/4211, exon 8 of 13)",11,18941720,Meis1
444,cg18433728,-0.374013641,2,174846961,CHN1,CHN1,1123,conserved gene and region in mouse and human,CHN1_Exon,Promoter (<=1kb),2,73659761,Chn1
445,cg19707231,-0.092232763,1,201788630,IPO9-AS1,NAV1,100873949,mapped to different gene in human and mouse,IPO9-AS1_threeUTR,3' UTR,1,135465846,Nav1
446,cg19719141,7.55E-06,1,46526544,MKNK1-AS1,MKNK1-AS1,100507423,"mapped in human, not mapped in mouse",MKNK1-AS1_Intergenic_upstream,Distal Intergenic,4,115904627,6430628N08Rik
447,cg03320248,0.08862498,9,132099317,MED27,MED27,9442,conserved gene and region in mouse and human,MED27_Intergenic_upstream,Distal Intergenic,2,29320768,Med27
448,cg02968236,-0.143674636,11,78786107,TENM4,TENM4,26011,conserved gene but different region in human and mouse,TENM4_Intron,"Intron (ENST00000278550.12/26011, intron 16 of 33)",7,96798193,Tenm4
449,cg02322553,-0.044122312,11,117295238,BACE1,BACE1,23621,conserved gene but different region in human and mouse,BACE1_fiveUTR,5' UTR,9,45854735,Bace1
450,cg04725401,0.165054018,11,65344604,DPF2,DPF2,5977,conserved gene and region in mouse and human,DPF2_Exon,"Exon (ENST00000530993.5/5977, exon 6 of 7)",19,5903747,Dpf2
